Filer_ID,Filer_NamL,Report_Num,Committee_Type,Rpt_Date,From_Date,Thru_Date,Elect_Date,tblCover_Office_Cd,tblCover_Offic_Dscr,Rec_Type,Form_Type,Tran_ID,Entity_Cd,Payee_NamL,Payee_NamF,Payee_NamT,Payee_NamS,Payee_Adr1,Payee_Adr2,Payee_City,Payee_State,Payee_Zip4,Expn_Date,Amount,Cum_YTD,Expn_ChkNo,Expn_Code,Expn_Dscr,Agent_NamL,Agent_NamF,Agent_NamT,Agent_NamS,Cmte_ID,Tres_NamL,Tres_NamF,Tres_NamT,Tres_NamS,Tres_Adr1,Tres_Adr2,Tres_City,Tres_ST,Tres_ZIP4,Cand_NamL,Cand_NamF,Cand_NamT,Cand_NamS,Office_Cd,Offic_Dscr,Juris_Cd,Juris_Dscr,Dist_No,Off_S_H_Cd,Bal_Name,Bal_Num,Bal_Juris,Sup_Opp_Cd,Memo_Code,Memo_RefNo,BakRef_TID,G_From_E_F,XRef_SchNm,XRef_Match
820668,San Jose Silicon Valley Chamber of Commerce Political Action Committee (ChamberPAC),000,RCP,41841,41777,41820,,,,EXPN,F465P3,EDT451,OTH,"Meridian Pacific, Inc.",,,,,,Sacramento,CA,95825,41778,7700.00,48082.52,,IND,Mailing,,,,,,,,,,,,,,,Charles Jones,,,,CCM,,OTH,City of San Jose,01,,,,,S,,,,,,
820668,San Jose Silicon Valley Chamber of Commerce Political Action Committee (ChamberPAC),000,RCP,41841,41777,41820,,,,EXPN,F465P3,EDT452.451,OTH,"Magma Creative, Inc.",,,,,,Roseville,CA,95678,41778,750.00,,,IND,Design Supporting Charles Jones,"Meridian Pacific, Inc.",,,,,,,,,,,,,,Charles Jones,,,,CCM,,OTH,City of San Jose,01,,,,,S,,,,,,
820668,San Jose Silicon Valley Chamber of Commerce Political Action Committee (ChamberPAC),000,RCP,41841,41777,41820,,,,EXPN,F465P3,EDT453.451,OTH,"Political Data, Inc.",,,,,,Norwalk,CA,90650,41778,150.54,,,IND,Data Vendor Supporting Charles Jones,"Meridian Pacific, Inc.",,,,,,,,,,,,,,Charles Jones,,,,CCM,,OTH,City of San Jose,01,,,,,S,,,,,,
820668,San Jose Silicon Valley Chamber of Commerce Political Action Committee (ChamberPAC),000,RCP,41841,41777,41820,,,,EXPN,F465P3,EDT454.451,OTH,Creative Marketing & Advertising,,,,,,Santa Ana,CA,92705,41778,4847.50,,,IND,Printing & Postage Supporting Charles Jones,"Meridian Pacific, Inc.",,,,,,,,,,,,,,Charles Jones,,,,CCM,,OTH,City of San Jose,01,,,,,S,,,,,,
820668,San Jose Silicon Valley Chamber of Commerce Political Action Committee (ChamberPAC),000,RCP,41841,41777,41820,,,,EXPN,F465P3,EDT455,OTH,"Meridian Pacific, Inc.",,,,,,Sacramento,CA,95825,41781,5650.00,48082.52,,IND,Mailing-1,,,,,,,,,,,,,,,Charles Jones,,,,CCM,,OTH,City of San Jose,01,,,,,S,,,,,,
820668,San Jose Silicon Valley Chamber of Commerce Political Action Committee (ChamberPAC),000,RCP,41841,41777,41820,,,,EXPN,F465P3,EDT456.455,OTH,"Magma Creative, Inc.",,,,,,Roseville,CA,95678,41781,750.00,,,IND,Design Supporting Charles Jones -1,"Meridian Pacific, Inc.",,,,,,,,,,,,,,Charles Jones,,,,CCM,,OTH,City of San Jose,01,,,,,S,,,,,,
820668,San Jose Silicon Valley Chamber of Commerce Political Action Committee (ChamberPAC),000,RCP,41841,41777,41820,,,,EXPN,F465P3,EDT457.455,OTH,"Political Data, Inc.",,,,,,Norwalk,CA,90650,41781,125.00,,,IND,Data Vendor Supporting Charles Jones -1,"Meridian Pacific, Inc.",,,,,,,,,,,,,,Charles Jones,,,,CCM,,OTH,City of San Jose,01,,,,,S,,,,,,
820668,San Jose Silicon Valley Chamber of Commerce Political Action Committee (ChamberPAC),000,RCP,41841,41777,41820,,,,EXPN,F465P3,EDT458.455,OTH,Creative Marketing & Advertising,,,,,,Santa Ana,CA,92705,41781,3989.00,,,IND,Printing & Postage Supporting Charles Jones -1,"Meridian Pacific, Inc.",,,,,,,,,,,,,,Charles Jones,,,,CCM,,OTH,City of San Jose,01,,,,,S,,,,,,
820668,San Jose Silicon Valley Chamber of Commerce Political Action Committee (ChamberPAC),000,RCP,41841,41777,41820,,,,EXPN,F465P3,EDT459,OTH,"Meridian Pacific, Inc.",,,,,,Sacramento,CA,95825,41787,7700.00,48082.52,,IND,Mailing -2,,,,,,,,,,,,,,,Charles Jones,,,,CCM,,OTH,City of San Jose,01,,,,,S,,,,,,
820668,San Jose Silicon Valley Chamber of Commerce Political Action Committee (ChamberPAC),000,RCP,41841,41777,41820,,,,EXPN,F465P3,EDT460.459,OTH,"Magma Creative, Inc.",,,,,,Roseville,CA,95678,41787,750.00,,,IND,Design Supporting Charles Jones -2,"Meridian Pacific, Inc.",,,,,,,,,,,,,,Charles Jones,,,,CCM,,OTH,City of San Jose,01,,,,,S,,,,,,
820668,San Jose Silicon Valley Chamber of Commerce Political Action Committee (ChamberPAC),000,RCP,41841,41777,41820,,,,EXPN,F465P3,EDT461.459,OTH,"Political Data, Inc.",,,,,,Norwalk,CA,90650,41787,150.54,,,IND,Data Vendor Supporting Charles Jones -2,"Meridian Pacific, Inc.",,,,,,,,,,,,,,Charles Jones,,,,CCM,,OTH,City of San Jose,01,,,,,S,,,,,,
820668,San Jose Silicon Valley Chamber of Commerce Political Action Committee (ChamberPAC),000,RCP,41841,41777,41820,,,,EXPN,F465P3,EDT462.459,OTH,Creative Marketing & Advertising,,,,,,Santa Ana,CA,92705,41787,4847.50,,,IND,Printing & Postage Supporting Charles Jones -2,"Meridian Pacific, Inc.",,,,,,,,,,,,,,Charles Jones,,,,CCM,,OTH,City of San Jose,01,,,,,S,,,,,,
1366242,"CITIZENS FOR A SAFE & STRONG SAN JOSE, SUPPORTING LICCARDO FOR MAYOR 2014",000,RCP,41843,41777,41820,41793,,,EXPN,F465P3,EDT23,OTH,ERWIN AND MUIR PUBLIC AFFAIRS AND POLITICAL CONSULTING,,,,,,Oakland,CA,94612,41780,34668.00,239468.00,,IND,MAILER,,,,,,,,,,,,,,,SAM LICCARDO,,,,MAY,CITY OF SAN JOSE,,,,,,,,S,,,,,,
1366242,"CITIZENS FOR A SAFE & STRONG SAN JOSE, SUPPORTING LICCARDO FOR MAYOR 2014",000,RCP,41843,41777,41820,41793,,,EXPN,F465P3,EDT27.23,OTH,JACQUIE TEELE/TEELE STUDIO,,,,,,Wailea,HI,96753,41780,1500.00,,,LIT,.,ERWIN AND MUIR PUBLIC AFFAIRS AND POLITICAL CONSULTING,,,,,,,,,,,,,,SAM LICCARDO,,,,MAY,CITY OF SAN JOSE,,,,,,,,S,,,,,,
1366242,"CITIZENS FOR A SAFE & STRONG SAN JOSE, SUPPORTING LICCARDO FOR MAYOR 2014",000,RCP,41843,41777,41820,41793,,,EXPN,F465P3,EDT28.23,OTH,PLUTO STUDIOS,,,,,,Half Moon Bay,CA,94019,41780,500.00,,,LIT,.,ERWIN AND MUIR PUBLIC AFFAIRS AND POLITICAL CONSULTING,,,,,,,,,,,,,,SAM LICCARDO,,,,MAY,CITY OF SAN JOSE,,,,,,,,S,,,,,,
1366242,"CITIZENS FOR A SAFE & STRONG SAN JOSE, SUPPORTING LICCARDO FOR MAYOR 2014",000,RCP,41843,41777,41820,41793,,,EXPN,F465P3,EDT29.23,OTH,RIVER CITY PRINTERS,,,,,,Rancho Cordova,CA,95742,41780,6568.77,,,LIT,.,ERWIN AND MUIR PUBLIC AFFAIRS AND POLITICAL CONSULTING,,,,,,,,,,,,,,SAM LICCARDO,,,,MAY,CITY OF SAN JOSE,,,,,,,,S,,,,,,
1366242,"CITIZENS FOR A SAFE & STRONG SAN JOSE, SUPPORTING LICCARDO FOR MAYOR 2014",000,RCP,41843,41777,41820,41793,,,EXPN,F465P3,EDT30.23,OTH,MSI,,,,,,Rancho Cordova,CA,95742,41780,16120.59,,,POS,.,ERWIN AND MUIR PUBLIC AFFAIRS AND POLITICAL CONSULTING,,,,,,,,,,,,,,SAM LICCARDO,,,,MAY,CITY OF SAN JOSE,,,,,,,,S,,,,,,
1366242,"CITIZENS FOR A SAFE & STRONG SAN JOSE, SUPPORTING LICCARDO FOR MAYOR 2014",000,RCP,41843,41777,41820,41793,,,EXPN,F465P3,EDT31.23,OTH,POLITICAL DATA,,,,,,Norwalk,CA,90650,41780,929.19,,,LIT,.,ERWIN AND MUIR PUBLIC AFFAIRS AND POLITICAL CONSULTING,,,,,,,,,,,,,,SAM LICCARDO,,,,MAY,CITY OF SAN JOSE,,,,,,,,S,,,,,,
1366242,"CITIZENS FOR A SAFE & STRONG SAN JOSE, SUPPORTING LICCARDO FOR MAYOR 2014",000,RCP,41843,41777,41820,41793,,,EXPN,F465P3,EDT25,OTH,ERWIN AND MUIR PUBLIC AFFAIRS AND POLITICAL CONSULTING,,,,,,Oakland,CA,94612,41787,1000.00,239468.00,,IND,RADIO ADS,,,,,,,,,,,,,,,SAM LICCARDO,,,,MAY,CITY OF SAN JOSE,,,,,,,,S,,,,,,
1366242,"CITIZENS FOR A SAFE & STRONG SAN JOSE, SUPPORTING LICCARDO FOR MAYOR 2014",000,RCP,41843,41777,41820,41793,,,EXPN,F465P3,EDT32.25,OTH,AM 1500,,,,,,San Jose,CA,95131,41782,1000.00,,,RAD,.,ERWIN AND MUIR PUBLIC AFFAIRS AND POLITICAL CONSULTING,,,,,,,,,,,,,,SAM LICCARDO,,,,MAY,CITY OF SAN JOSE,,,,,,,,S,,,,,,
1366242,"CITIZENS FOR A SAFE & STRONG SAN JOSE, SUPPORTING LICCARDO FOR MAYOR 2014",000,RCP,41843,41777,41820,41793,,,EXPN,F465P3,EDT26,OTH,ERWIN AND MUIR PUBLIC AFFAIRS AND POLITICAL CONSULTING,,,,,,Oakland,CA,94612,41786,11305.00,239468.00,,IND,MAILER,,,,,,,,,,,,,,,SAM LICCARDO,,,,MAY,CITY OF SAN JOSE,,,,,,,,S,,,,,,
1366242,"CITIZENS FOR A SAFE & STRONG SAN JOSE, SUPPORTING LICCARDO FOR MAYOR 2014",000,RCP,41843,41777,41820,41793,,,EXPN,F465P3,EDT33.26,OTH,JACQUIE TEELE/TEELE STUDIO,,,,,,Wailea,HI,96753,41787,1000.00,,,LIT,.,ERWIN AND MUIR PUBLIC AFFAIRS AND POLITICAL CONSULTING,,,,,,,,,,,,,,SAM LICCARDO,,,,MAY,CITY OF SAN JOSE,,,,,,,,S,,,,,,
1366242,"CITIZENS FOR A SAFE & STRONG SAN JOSE, SUPPORTING LICCARDO FOR MAYOR 2014",000,RCP,41843,41777,41820,41793,,,EXPN,F465P3,EDT34.26,OTH,PLUTO STUDIOS,,,,,,Half Moon Bay,CA,94019,41787,500.00,,,LIT,.,ERWIN AND MUIR PUBLIC AFFAIRS AND POLITICAL CONSULTING,,,,,,,,,,,,,,SAM LICCARDO,,,,MAY,CITY OF SAN JOSE,,,,,,,,S,,,,,,
1366242,"CITIZENS FOR A SAFE & STRONG SAN JOSE, SUPPORTING LICCARDO FOR MAYOR 2014",000,RCP,41843,41777,41820,41793,,,EXPN,F465P3,EDT35.26,OTH,RIVER CITY PRINTERS,,,,,,Rancho Cordova,CA,95742,41787,2313.21,,,LIT,.,ERWIN AND MUIR PUBLIC AFFAIRS AND POLITICAL CONSULTING,,,,,,,,,,,,,,SAM LICCARDO,,,,MAY,CITY OF SAN JOSE,,,,,,,,S,,,,,,
